sector,code6,prefixed,m
专业服务,688757,sh688757,8.73
专业服务,301505,sz301505,7.27
专业服务,603458,sh603458,5.94
专业服务,301058,sz301058,4.93
专业服务,301257,sz301257,4.89
专业服务,301297,sz301297,4.67
专业服务,000504,sz000504,4.47
专业服务,301169,sz301169,4.23
专业服务,603257,sh603257,3.77
专业服务,300778,sz300778,3.75
专业服务,603153,sh603153,3.54
专业服务,300977,sz300977,3.46
专业服务,300844,sz300844,3.26
专业服务,603466,sh603466,3.2
专业服务,301038,sz301038,2.99
专业服务,600662,sh600662,2.98
专业服务,300887,sz300887,2.55
专业服务,300662,sz300662,2.54
专业服务,600826,sh600826,2.45
专业服务,300384,sz300384,2.36
专业服务,301390,sz301390,2.34
专业服务,301091,sz301091,2.33
专业服务,300500,sz300500,2.27
专业服务,605155,sh605155,2.2
专业服务,603018,sh603018,2.15
专业服务,301632,sz301632,2.06
专业服务,300962,sz300962,1.76
专业服务,301508,sz301508,1.73
专业服务,300732,sz300732,1.6
专业服务,603060,sh603060,1.58
专业服务,300215,sz300215,1.56
专业服务,301167,sz301167,1.44
专业服务,603357,sh603357,1.4
专业服务,300564,sz300564,1.37
专业服务,603860,sh603860,1.35
专业服务,300284,sz300284,1.33
专业服务,003008,sz003008,1.27
专业服务,300826,sz300826,0.97
专业服务,300668,sz300668,0.91
专业服务,600861,sh600861,0.87
专业服务,300675,sz300675,0.69
专业服务,688334,sh688334,0.6
专业服务,300635,sz300635,0.52
专业服务,600654,sh600654,0.5
专业服务,603300,sh603300,0.44
专业服务,003035,sz003035,0.43
专业服务,301289,sz301289,0.42
专业服务,300712,sz300712,0.35
专业服务,300012,sz300012,0.29
专业服务,688509,sh688509,0.29
专业服务,300815,sz300815,0.15
专业服务,603959,sh603959,0.07
专业服务,001396,sz001396,0.05
专业服务,300416,sz300416,-0.08
专业服务,002883,sz002883,-0.19
专业服务,300797,sz300797,-0.23
专业服务,301024,sz301024,-0.25
专业服务,300901,sz300901,-0.29
专业服务,688053,sh688053,-0.3
专业服务,002967,sz002967,-0.44
专业服务,002949,sz002949,-0.47
专业服务,300688,sz300688,-0.82
专业服务,301115,sz301115,-0.83
专业服务,300983,sz300983,-0.83
专业服务,002811,sz002811,-0.85
专业服务,601965,sh601965,-0.87
专业服务,688133,sh688133,-0.88
专业服务,301449,sz301449,-0.95
专业服务,301228,sz301228,-0.97
专业服务,301306,sz301306,-1.03
专业服务,300989,sz300989,-1.3
专业服务,301136,sz301136,-1.31
专业服务,300746,sz300746,-1.45
专业服务,603373,sh603373,-1.78
专业服务,301027,sz301027,-2.84
专业服务,000779,sz000779,-3.71
专业服务,300649,sz300649,-4.82
专用设备,688001,sh688001,13.94
专用设备,603321,sh603321,11.38
专用设备,688813,sh688813,8.13
专用设备,600302,sh600302,7.6
专用设备,000852,sz000852,7.49
专用设备,001360,sz001360,7.35
专用设备,688090,sh688090,7.25
专用设备,002564,sz002564,6.98
专用设备,300757,sz300757,6.59
专用设备,300266,sz300266,6.0
专用设备,000856,sz000856,5.93
专用设备,002490,sz002490,5.87
专用设备,603956,sh603956,5.58
专用设备,300461,sz300461,5.55
专用设备,300879,sz300879,5.26
专用设备,688531,sh688531,4.75
专用设备,688400,sh688400,4.62
专用设备,300099,sz300099,4.31
专用设备,301043,sz301043,4.24
专用设备,603029,sh603029,4.23
专用设备,301533,sz301533,4.22
专用设备,000528,sz000528,4.02
专用设备,301105,sz301105,4.02
专用设备,002021,sz002021,3.95
专用设备,301112,sz301112,3.95
专用设备,688700,sh688700,3.91
专用设备,301312,sz301312,3.9
专用设备,688383,sh688383,3.86
专用设备,301288,sz301288,3.71
专用设备,600579,sh600579,3.56
专用设备,300631,sz300631,3.49
专用设备,601717,sh601717,3.38
专用设备,300756,sz300756,3.29
专用设备,300669,sz300669,3.24
专用设备,301158,sz301158,3.16
