ticker,prefixed,name,sector,industry,date,close,chg20,m,chg1,uptrend,market_cap
AEP,usAEP.OQ,American Electric Power Company Inc. Common Stock,公用事业,电力,2026-09-03,124.71,0.3,1.26,0.92,5/8,67156857343.0
ACHV,usACHV.OQ,Achieve Life Sciences Inc. Common Shares,医疗保健,生物医药,2026-09-03,8.31,26.9,0.15,-2.0,6/8,851003592.0
AAPL,usAAPL.OQ,Apple Inc. Common Stock,科技,计算机硬件,2026-09-03,328.21,5.2,1.5,1.0,7/8,4574545721000.0
ADBE,usADBE.OQ,Adobe Inc. Common Stock,科技,计算机软件,2026-09-03,285.75,9.8,0.55,2.13,5/8,108704325000.0
AHCO,usAHCO.OQ,AdaptHealth Corp. Common Stock,医疗保健,医药商业,2026-09-03,6.42,6.1,11.07,6.29,5/8,773071591.0
ALT,usALT.OQ,Altimmune Inc. Common Stock,医疗保健,生物医药,2026-09-03,3.23,7.3,1.37,-1.52,6/8,612730758.0
ALNY,usALNY.OQ,Alnylam Pharmaceuticals Inc. Common Stock,医疗保健,生物医药,2026-09-03,264.5,22.4,3.68,-1.08,8/8,31980379202.0
AMGN,usAMGN.OQ,Amgen Inc. Common Stock,医疗保健,生物医药,2026-09-03,444.12,10.3,1.22,0.29,5/8,238061897082.0
APGE,usAPGE.OQ,Apogee Therapeutics Inc. Common Stock,医疗保健,生物医药,2026-09-02,135.07,0.6,0.01,-0.01,7/8,10214059838.0
ANDE,usANDE.OQ,Andersons Inc. (The) Common Stock,工业,贸易,2026-09-03,69.49,2.3,1.41,-2.02,6/8,2216566187.0
APP,usAPP.OQ,Applovin Corporation Class A Common Stock,科技,互联网服务,2026-09-03,313.58,-6.6,-0.58,-1.71,5/8,103109319610.0
AQST,usAQST.OQ,Aquestive Therapeutics Inc. Common Stock,医疗保健,化学制药,2026-09-03,5.35,36.5,1.29,-0.56,5/8,676507783.0
ARCC,usARCC.OQ,Ares Capital Corporation Common Stock,金融,非银行金融,2026-09-03,20.01,2.0,0.07,-0.05,6/8,14288654616.0
APA,usAPA.OQ,APA Corporation Common Stock,能源,石油天然气,2026-09-03,44.18,20.9,-0.19,-1.16,6/8,14430978697.0
ASMB,usASMB.OQ,Assembly Biosciences Inc. Common Stock,医疗保健,化学制药,2026-09-03,36.13,36.6,1.49,-1.61,7/8,721172310.0
AMRX,usAMRX.OQ,Amneal Pharmaceuticals Inc. Class A Common Stock,医疗保健,化学制药,2026-09-03,17.87,-1.1,0.25,-1.05,5/8,6265845346.0
ASND,usASND.OQ,Ascendis Pharma A/S Ordinary Share,医疗保健,生物医药,2026-09-03,271.12,8.5,2.58,1.43,8/8,16434739321.0
ASST,usASST.OQ,Strive Inc. Class A Common Stock,科技,非银行金融,2026-09-03,26.82,117.9,10.81,10.28,8/8,1928193595.0
AVBP,usAVBP.OQ,ArriVent BioPharma Inc. Common Stock,医疗保健,化学制药,2026-09-03,31.03,0.1,2.38,1.7,5/8,1535442681.0
BCRX,usBCRX.OQ,BioCryst Pharmaceuticals Inc. Common Stock,医疗保健,生物医药,2026-09-03,10.09,8.5,0.92,-0.79,7/8,2511910082.0
AYA,usAYA.OQ,Aya Gold & Silver Inc. Common Shares,基础材料,贵金属,2026-09-03,29.82,18.3,7.88,5.19,7/8,3999884385.0
ATRC,usATRC.OQ,AtriCure Inc. Common Stock,医疗保健,医疗器械,2026-09-03,52.46,32.8,3.75,-0.25,8/8,2450229382.0
AXSM,usAXSM.OQ,Axsome Therapeutics Inc. Common Stock,医疗保健,化学制药,2026-09-03,208.35,-0.8,1.43,-0.75,6/8,10850686449.0
BLKB,usBLKB.OQ,Blackbaud Inc. Common Stock,科技,计算机软件,2026-09-03,48.46,4.5,1.64,2.09,6/8,2137419668.0
BLTE,usBLTE.OQ,Belite Bio Inc American Depositary Shares,医疗保健,化学制药,2026-09-03,171.09,6.5,7.98,6.49,7/8,6310242243.0
