ticker,prefixed,name,sector,industry,date,close,chg20,m,chg1,uptrend,market_cap
BWIN,usBWIN.OQ,The Baldwin Insurance Group Inc. Class A Common Stock,金融,非银行金融,2026-09-04,30.88,4.5,-0.26,-1.09,7/8,4242144337.0
BLTE,usBLTE.OQ,Belite Bio Inc American Depositary Shares,医疗保健,化学制药,2026-09-04,193.61,18.7,17.44,13.16,7/8,6310242243.0
BLLN,usBLLN.OQ,BillionToOne Inc. Class A Common Stock,医疗保健,医疗器械,2026-09-04,99.39,6.4,2.49,-0.11,6/8,4540336796.0
CACC,usCACC.OQ,Credit Acceptance Corporation Common Stock,金融,非银行金融,2026-09-04,604.72,3.3,0.47,0.52,5/8,6162327511.0
BLBD,usBLBD.OQ,Blue Bird Corporation Common Stock,非必需消费,化学制品,2026-09-04,63.63,-7.5,1.93,-0.05,7/8,1916400360.0
BCRX,usBCRX.OQ,BioCryst Pharmaceuticals Inc. Common Stock,医疗保健,生物医药,2026-09-04,9.96,6.2,-1.18,-1.29,5/8,2511910082.0
BIDU,usBIDU.OQ,Baidu Inc. ADS,科技,互联网服务,2026-09-04,99.47,-9.3,4.64,4.07,5/8,31731962978.0
BUSE,usBUSE.OQ,First Busey Corporation Class A Common Stock,金融,银行,2026-09-04,30.66,-1.0,0.67,-0.07,7/8,2488043684.0
BULL,usBULL.OQ,Webull Corporation Class A Ordinary Shares,金融,非银行金融,2026-09-04,9.74,33.1,2.5,-2.6,5/8,4651331529.0
CART,usCART.OQ,Maplebear Inc. Common Stock,非必需消费,专业服务,2026-09-04,51.07,1.8,-0.49,-1.26,6/8,11753258402.0
CAMT,usCAMT.OQ,Camtek Ltd. Ordinary Shares,科技,半导体,2026-09-04,145.72,-6.2,8.34,4.91,6/8,6668087953.0
CBLL,usCBLL.OQ,CeriBell Inc. Common Stock,医疗保健,医疗器械,2026-09-04,24.72,31.4,0.31,0.61,6/8,899966468.0
CATY,usCATY.OQ,Cathay General Bancorp Common Stock,金融,银行,2026-09-04,62.69,-0.5,1.07,0.18,6/8,4138925393.0
CEG,usCEG.OQ,Constellation Energy Corporation Common Stock,公用事业,电力,2026-09-04,298.96,10.9,4.69,4.88,8/8,99035998578.0
CBC,usCBC.OQ,Central Bancompany Inc. Class A Common Stock,金融,银行,2026-09-04,32.64,-2.2,0.96,-0.12,5/8,7750386104.0
CELC,usCELC.OQ,Celcuity Inc. Common Stock,医疗保健,计算机软件,2026-09-04,95.7,3.1,0.27,-0.76,6/8,4652445813.0
CENX,usCENX.OQ,Century Aluminum Company Common Stock,工业,基本金属,2026-09-04,46.78,-8.7,-1.09,-1.54,6/8,4350755315.0
CECO,usCECO.OQ,CECO Environmental Corp. Common Stock,工业,环保,2026-09-04,74.1,4.5,2.1,-0.34,7/8,4119216144.0
CBRS,usCBRS.OQ,Cerebras Systems Inc. Class A Common Stock,科技,半导体,2026-09-04,210.05,-7.4,13.64,10.3,6/8,43272290068.0
CCOI,usCCOI.OQ,Cogent Communications Holdings Inc.,非必需消费,通信运营,2026-09-04,10.05,1.5,2.16,0.7,6/8,514718147.0
CABA,usCABA.OQ,Cabaletta Bio Inc. Common Stock,医疗保健,生物医药,2026-09-04,3.47,24.4,0.05,-0.29,7/8,551022696.0
CDW,usCDW.OQ,CDW Corporation Common Stock,非必需消费,电子器件,2026-09-04,152.38,12.7,0.53,-1.0,6/8,17684965082.0
CBSH,usCBSH.OQ,Commerce Bancshares Inc. Common Stock,金融,银行,2026-09-04,58.37,-0.7,1.11,0.46,5/8,8390782413.0
CHEF,usCHEF.OQ,The Chefs' Warehouse Inc. Common Stock,非必需消费,贸易,2026-09-04,114.36,3.8,0.11,0.13,6/8,4569569257.0
CCB,usCCB.OQ,Coastal Financial Corporation Common Stock,金融,银行,2026-09-04,50.33,11.0,3.62,2.32,8/8,716317283.0
CIFR,usCIFR.OQ,Cipher Digital Inc. Common Stock,金融,非银行金融,2026-09-04,17.74,3.3,10.41,2.13,6/8,6648792166.0
CHA,usCHA.OQ,Chagee Holdings Limited American Depositary Shares,非必需消费,休闲服务,2026-09-04,11.66,14.5,1.0,2.64,5/8,2027814155.0
CHYM,usCHYM.OQ,Chime Financial Inc. Class A Common Stock,金融,非银行金融,2026-09-04,33.76,16.0,1.8,0.33,5/8,12550096430.0
CLYM,usCLYM.OQ,Climb Bio Inc. Common Stock,医疗保健,生物医药,2026-09-04,15.52,10.9,5.07,6.37,6/8,923574980.0
CLOV,usCLOV.OQ,Clover Health Investments Corp. Class A Common Stock,医疗保健,医疗服务,2026-09-04,4.26,-10.5,-0.47,0.0,5/8,2257414118.0
CLMT,usCLMT.OQ,Calumet Inc. Common Stock,能源,石油天然气,2026-09-04,53.13,34.6,0.31,-0.69,7/8,4200656603.0
COLB,usCOLB.OQ,Columbia Banking System Inc. Common Stock,金融,银行,2026-09-04,30.8,-0.2,2.3,1.15,7/8,8687928650.0
CNOB,usCNOB.OQ,ConnectOne Bancorp Inc. Common Stock,金融,银行,2026-09-04,32.31,-1.0,1.89,0.78,5/8,1735823299.0
CNXC,usCNXC.OQ,Concentrix Corporation Common Stock,科技,互联网服务,2026-09-04,32.16,25.0,-1.32,-2.1,6/8,1699971231.0
CHKP,usCHKP.OQ,Check Point Software Technologies Ltd. Ordinary Shares,科技,计算机软件,2026-09-04,137.05,7.2,0.96,-0.26,6/8,13176086818.0
CNXN,usCNXN.OQ,PC Connection Inc. Common Stock,非必需消费,电子器件,2026-09-04,84.35,0.5,2.81,0.98,7/8,2003652680.0
CORZ,usCORZ.OQ,Core Scientific Inc. Common Stock,金融,银行,2026-09-04,17.89,-14.9,4.16,-0.06,5/8,5597750482.0
CRMD,usCRMD.OQ,CorMedix Inc. Common Stock,医疗保健,生物医药,2026-09-04,8.43,13.3,-0.74,-0.47,5/8,653952878.0
CRNX,usCRNX.OQ,Crinetics Pharmaceuticals Inc. Common Stock,医疗保健,生物医药,2026-08-31,84.95,1.4,0.13,0.13,6/8,8998574028.0
CHTR,usCHTR.OQ,Charter Communications Inc. Class A Common Stock New,Telecommunications,广播电视,2026-09-04,151.99,-0.4,-0.32,0.4,5/8,17632330244.0
CRUS,usCRUS.OQ,Cirrus Logic Inc. Common Stock,科技,半导体,2026-09-04,113.21,-9.4,0.83,0.07,7/8,5529971681.0
DAVE,usDAVE.OQ,Dave Inc. Class A Common Stock,金融,计算机软件,2026-09-04,380.69,19.7,1.68,-2.6,6/8,4748875256.0
CWST,usCWST.OQ,Casella Waste Systems Inc. Class A Common Stock,公用事业,环保,2026-09-04,93.53,4.6,-1.03,-2.53,6/8,5965617912.0
CVBF,usCVBF.OQ,CVB Financial Corporation Common Stock,金融,银行,2026-09-04,22.62,-0.2,1.44,0.62,6/8,3942342544.0
CRSR,usCRSR.OQ,Corsair Gaming Inc. Common Stock,科技,计算机硬件,2026-09-04,12.72,-11.4,3.23,-0.39,6/8,1280815195.0
CTMX,usCTMX.OQ,CytomX Therapeutics Inc. Common Stock,医疗保健,生物医药,2026-09-04,3.71,7.2,0.54,0.82,7/8,723425623.0
DORM,usDORM.OQ,Dorman Products Inc. Common Stock,非必需消费,汽车,2026-09-04,131.3,-6.8,1.92,1.26,6/8,3840024969.0
DOO,usDOO.OQ,BRP Inc. Common Subordinate Voting Shares,非必需消费,文娱用品,2026-09-04,67.32,3.6,6.13,4.83,7/8,4447782706.0
DLO,usDLO.OQ,DLocal Limited Class A Common Shares,非必需消费,计算机软件,2026-09-04,15.52,7.7,0.01,-1.65,7/8,4530154844.0
DOCU,usDOCU.OQ,DocuSign Inc. Common Stock,科技,互联网服务,2026-09-04,68.41,13.5,4.4,3.7,8/8,11328743593.0
ECHO,usECHO.OQ,EchoStar  Corporation Common Stock,非必需消费,通信设备,2026-09-04,89.8,-0.3,1.96,0.01,6/8,24868909512.0
EEFT,usEEFT.OQ,Euronet Worldwide Inc. Common Stock,金融,计算机软件,2026-09-04,73.81,2.4,2.37,0.72,7/8,2638823627.0
DRVN,usDRVN.OQ,Driven Brands Holdings Inc. Common Stock,非必需消费,汽车,2026-09-04,13.56,1.7,2.7,-0.15,7/8,2144737608.0
ERIC,usERIC.OQ,Ericsson American Depositary Shares,科技,通信设备,2026-09-04,10.1,-0.5,0.11,-0.3,5/8,33915798454.0
EFSC,usEFSC.OQ,Enterprise Financial Services Corporation Common Stock,金融,银行,2026-09-04,64.66,-1.9,1.24,0.34,7/8,2292796142.0
ESTA,usESTA.OQ,Establishment Labs Holdings Inc. Common Shares,医疗保健,医疗器械,2026-09-04,74.29,-4.0,2.49,2.75,7/8,2159147003.0
DUOL,usDUOL.OQ,Duolingo Inc. Class A Common Stock,科技,教育,2026-09-04,154.46,18.0,-2.56,-2.75,7/8,6591249577.0
FA,usFA.OQ,First Advantage Corporation Common Stock,科技,专业服务,2026-09-04,21.38,-11.0,4.01,1.71,5/8,3524385739.0
EXEL,usEXEL.OQ,Exelixis Inc. Common Stock,医疗保健,生物医药,2026-09-04,59.01,9.1,0.89,-0.2,8/8,13900552921.0
FBRX,usFBRX.OQ,Forte Biosciences Inc. Common Stock,医疗保健,生物医药,2026-08-26,76.99,0.6,0.05,0.03,6/8,1634427408.0
EQPT,usEQPT.OQ,EquipmentShare.com Inc Class A Common Stock,非必需消费,贸易,2026-09-04,19.55,-4.4,10.02,7.77,6/8,4575969892.0
FBNC,usFBNC.OQ,First Bancorp Common Stock,金融,银行,2026-09-04,65.04,0.6,1.87,1.09,5/8,2642571495.0
ETOR,usETOR.OQ,eToro Group Ltd. Class A Common Shares,金融,非银行金融,2026-09-04,32.47,-7.9,0.57,-0.85,6/8,2457468620.0
ESQ,usESQ.OQ,Esquire Financial Holdings Inc. Common Stock,金融,银行,2026-09-04,118.96,-9.3,1.56,-1.88,7/8,1363702321.0
EOSE,usEOSE.OQ,Eos Energy Enterprises Inc. Class A Common Stock,其他,非银行金融,2026-09-04,3.88,-6.5,13.2,10.86,7/8,1216320265.0
EXC,usEXC.OQ,Exelon Corporation Common Stock,公用事业,电力,2026-09-04,43.64,-3.4,-0.38,-1.07,6/8,45873366293.0
FIVE,usFIVE.OQ,Five Below Inc. Common Stock,非必需消费,零售,2026-09-04,252.2,3.2,4.26,5.1,5/8,14230258580.0
EVRG,usEVRG.OQ,Evergy Inc. Common Stock,公用事业,电力,2026-09-04,81.54,-1.4,0.05,-0.48,5/8,18959538554.0
EWBC,usEWBC.OQ,East West Bancorp Inc. Common Stock,金融,银行,2026-09-04,130.77,-0.7,1.11,0.12,6/8,17870456378.0
FHB,usFHB.OQ,First Hawaiian Inc. Common Stock,金融,银行,2026-09-04,26.07,-4.3,1.16,0.27,5/8,3158829259.0
FIBK,usFIBK.OQ,First Interstate BancSystem Inc. Common Stock (DE),金融,银行,2026-09-04,37.85,0.9,1.89,0.99,7/8,3545331380.0
FRME,usFRME.OQ,First Merchants Corporation Common Stock,金融,银行,2026-09-04,42.06,-0.4,1.69,0.79,7/8,2617563311.0
FRVO,usFRVO.OQ,Fervo Energy Company Class A common stock,公用事业,电力,2026-09-04,18.16,-29.7,1.6,5.83,5/8,4551143793.0
FRNM,usFRNM.OQ,Freenome Inc. Common stock,医疗保健,生物医药,2026-09-04,16.31,46.3,0.32,-3.49,6/8,1513925609.0
FSUN,usFSUN.OQ,FirstSun Capital Bancorp Common Stock,金融,银行,2026-09-04,40.92,3.1,1.69,0.69,7/8,1879663311.0
FULT,usFULT.OQ,Fulton Financial Corporation Common Stock,金融,银行,2026-09-04,24.1,-0.6,1.77,0.96,5/8,4543766599.0
FFBC,usFFBC.OQ,First Financial Bancorp. Common Stock,金融,银行,2026-09-04,32.98,-1.2,1.11,0.46,6/8,3439832164.0
GLXY,usGLXY.OQ,Galaxy Digital Inc. Class A Common Stock,金融,非银行金融,2026-09-04,26.33,30.5,4.99,-0.64,6/8,9631507178.0
FTH,usFTH.OQ,Faeth Therapeutics Inc. Common Stock,医疗保健,生物医药,2026-09-04,40.05,64.2,5.27,2.69,7/8,851958812.0
GLNG,usGLNG.OQ,Golar Lng Ltd,非必需消费,石油天然气,2026-09-04,52.12,3.8,-0.53,0.25,6/8,5200354629.0
GERN,usGERN.OQ,Geron Corporation Common Stock,医疗保健,生物医药,2026-09-04,1.57,6.1,2.83,3.97,7/8,982984316.0
GNTX,usGNTX.OQ,Gentex Corporation Common Stock,非必需消费,汽车,2026-09-04,23.14,-3.9,1.94,1.31,5/8,5029011111.0
GPRE,usGPRE.OQ,Green Plains Inc. Common Stock,工业,石油天然气,2026-09-04,15.45,5.5,3.04,3.28,7/8,1043018481.0
GGAL,usGGAL.OQ,Grupo Financiero Galicia S.A. American Depositary Shares,金融,银行,2026-09-04,44.36,-3.8,-0.7,-0.6,5/8,7053060128.0
GTX,usGTX.OQ,Garrett Motion Inc. Common Stock,非必需消费,汽车,2026-09-04,27.97,-6.0,3.27,2.34,7/8,5046511783.0
GT,usGT.OQ,The Goodyear Tire & Rubber Company Common Stock,非必需消费,橡胶制品,2026-09-04,6.25,-3.0,2.21,2.29,5/8,1802246094.0
HALO,usHALO.OQ,Halozyme Therapeutics Inc. Common Stock,医疗保健,生物医药,2026-09-04,110.19,6.9,0.35,-0.51,6/8,12151095880.0
GTLB,usGTLB.OQ,GitLab Inc. Class A Common Stock,科技,计算机软件,2026-09-04,49.83,27.9,2.77,1.05,8/8,6977259000.0
GO,usGO.OQ,Grocery Outlet Holding Corp. Common Stock,必需消费,零售,2026-09-04,12.38,24.9,1.7,0.65,8/8,1209821647.0
GILD,usGILD.OQ,Gilead Sciences Inc. Common Stock,医疗保健,生物医药,2026-09-04,151.0,13.4,0.35,-0.15,6/8,183624958904.0
HIVE,usHIVE.OQ,HIVE Digital Technologies Ltd. Common Shares,金融,非银行金融,2026-09-04,3.11,9.5,8.85,1.97,6/8,787175960.0
HOPE,usHOPE.OQ,Hope Bancorp Inc. Common Stock,金融,银行,2026-09-04,14.13,1.0,1.56,0.93,5/8,1778166357.0
HNST,usHNST.OQ,The Honest Company Inc. Common Stock,非必需消费,其他轻工,2026-09-04,5.95,9.0,3.2,1.71,7/8,613666648.0
HRMY,usHRMY.OQ,Harmony Biosciences Holdings Inc. Common Stock,医疗保健,化学制药,2026-09-04,42.25,10.0,0.52,0.93,8/8,2309655346.0
HWC,usHWC.OQ,Hancock Whitney Corporation Common Stock,金融,银行,2026-09-04,75.84,-1.6,1.94,0.99,6/8,6035180653.0
HUT,usHUT.OQ,Hut 8 Corp. Common Stock,金融,非银行金融,2026-09-04,93.55,5.6,12.0,6.2,6/8,10477054780.0
HTO,usHTO.OQ,H2O America Common Stock,公用事业,水务,2026-09-04,64.32,3.4,0.39,-0.37,7/8,2665441279.0
HOOD,usHOOD.OQ,Robinhood Markets Inc. Class A Common Stock,金融,非银行金融,2026-09-04,122.11,30.9,6.79,-2.09,6/8,97586389911.0
HTZ,usHTZ.OQ,Hertz Global Holdings Inc Common Stock,非必需消费,物流,2026-09-04,2.3,1.3,1.07,1.32,5/8,744983411.0
HSIC,usHSIC.OQ,Henry Schein Inc. Common Stock,医疗保健,医药商业,2026-09-04,89.81,1.9,-0.48,-1.16,5/8,10072538466.0
IBOC,usIBOC.OQ,International Bancshares Corporation Common Stock,金融,银行,2026-09-04,71.91,-1.2,1.46,0.52,7/8,4401293446.0
IDCC,usIDCC.OQ,InterDigital Inc. Common Stock,其他,通信设备,2026-09-04,337.94,-1.9,2.17,0.6,5/8,8885524330.0
HWKN,usHWKN.OQ,Hawkins Inc. Common Stock,非必需消费,化学原料,2026-09-04,129.13,-0.4,1.31,-0.15,8/8,2475162623.0
IOVA,usIOVA.OQ,Iovance Biotherapeutics Inc. Common Stock,医疗保健,生物医药,2026-09-04,8.79,38.6,2.34,1.03,7/8,3660009171.0
INSM,usINSM.OQ,Insmed Incorporated Common Stock,医疗保健,生物医药,2026-09-04,126.29,-3.7,0.55,-0.31,7/8,27164475158.0
INTC,usINTC.OQ,Intel Corporation Common Stock,科技,半导体,2026-09-04,95.8,-5.8,5.7,4.51,5/8,466354533651.0
IPGP,usIPGP.OQ,IPG Photonics Corporation Common Stock,科技,电子设备制造,2026-09-04,78.0,-13.6,2.35,2.01,6/8,3156488139.0
INCY,usINCY.OQ,Incyte Corp. Common Stock,医疗保健,生物医药,2026-09-04,126.75,5.1,-0.69,-0.98,6/8,25969635218.0
INTR,usINTR.OQ,Inter & Co. Inc. Class A Common Shares,金融,银行,2026-09-04,5.66,7.4,-2.08,-2.41,6/8,2440508796.0
IRTC,usIRTC.OQ,iRhythm Holdings Inc. Common Stock,医疗保健,医疗器械,2026-09-04,123.07,-3.7,0.11,-0.29,5/8,3927541807.0
IREN,usIREN.OQ,IREN Limited Ordinary Shares,金融,计算机软件,2026-09-04,44.68,8.4,11.76,7.27,6/8,14145047917.0
INDB,usINDB.OQ,Independent Bank Corp. Common Stock,金融,银行,2026-09-04,83.9,0.2,2.43,1.23,5/8,3921214015.0
JANX,usJANX.OQ,Janux Therapeutics Inc. Common Stock,医疗保健,生物医药,2026-09-04,20.24,27.7,3.36,2.22,8/8,1154873642.0
INVA,usINVA.OQ,Innoviva Inc. Common Stock,医疗保健,化学制药,2026-09-04,21.33,4.0,0.16,-0.09,6/8,1534494101.0
KLAC,usKLAC.OQ,KLA Corporation Common Stock,科技,半导体,2026-09-04,185.6,-6.2,7.71,7.32,5/8,240182495119.0
KDP,usKDP.OQ,Keurig Dr Pepper Inc. Common Stock,必需消费,饮料,2026-09-04,32.59,8.6,-0.0,-0.88,6/8,43825402554.0
KC,usKC.OQ,Kingsoft Cloud Holdings Limited American Depositary Shares,科技,计算机软件,2026-09-04,10.94,-11.3,5.58,4.39,5/8,3062551663.0
JBHT,usJBHT.OQ,J.B. Hunt Transport Services Inc. Common Stock,工业,物流,2026-09-04,273.77,2.0,4.32,2.81,7/8,24759734518.0
JOYY,usJOYY.OQ,JOYY Inc. American Depositary Shares,科技,互联网服务,2026-09-04,75.0,0.8,0.71,0.55,5/8,3869322222.0
KHC,usKHC.OQ,The Kraft Heinz Company Common Stock,必需消费,食品,2026-09-04,24.85,-0.3,-1.98,-0.68,5/8,29396570961.0
KURA,usKURA.OQ,Kura Oncology Inc. Common Stock,医疗保健,生物医药,2026-09-04,13.25,38.5,1.26,0.76,6/8,1161825684.0
LFTO,usLFTO.OQ,Liftoff Mobile Inc. Common Stock,科技,计算机软件,2026-09-04,18.74,-27.2,0.13,0.11,5/8,3122473358.0
KRYS,usKRYS.OQ,Krystal Biotech Inc. Common Stock,医疗保健,生物医药,2026-09-04,358.24,9.7,-2.98,-3.56,5/8,10648477239.0
LEGN,usLEGN.OQ,Legend Biotech Corporation American Depositary Shares,医疗保健,生物医药,2026-09-04,21.52,3.7,-0.67,-1.06,5/8,4022020381.0
LINC,usLINC.OQ,Lincoln Educational Services Corporation Common Stock,房地产,教育,2026-09-04,25.64,-37.4,2.48,0.63,5/8,812387077.0
LFST,usLFST.OQ,LifeStance Health Group Inc. Common Stock,医疗保健,医疗服务,2026-09-04,12.73,17.4,-0.56,-0.78,6/8,4641975649.0
LBRX,usLBRX.OQ,LB Pharmaceuticals Inc Common Stock,医疗保健,化学制药,2026-09-04,49.34,2.8,2.78,3.83,7/8,1553763164.0
LNTH,usLNTH.OQ,Lantheus Holdings Inc. Common Stock,医疗保健,医疗器械,2026-09-04,100.97,0.0,0.06,-0.01,5/8,6580760243.0
LI,usLI.OQ,Li Auto Inc. American Depositary Shares,工业,汽车,2026-09-04,12.37,-4.5,2.97,2.57,5/8,11037233418.0
LOPE,usLOPE.OQ,Grand Canyon Education Inc. Common Stock,房地产,教育,2026-09-04,152.67,0.1,1.03,0.14,8/8,3877695554.0
LIVN,usLIVN.OQ,LivaNova PLC Ordinary Shares,医疗保健,医疗器械,2026-09-04,81.92,7.5,0.71,0.89,7/8,4405827755.0
LMAT,usLMAT.OQ,LeMaitre Vascular Inc. Common Stock,医疗保健,医疗器械,2026-09-04,80.67,-0.7,-0.37,0.22,5/8,1820621550.0
LMB,usLMB.OQ,Limbach Holdings Inc. Common Stock,非必需消费,非银行金融,2026-09-04,49.86,2.4,3.37,0.63,7/8,505858203.0
LGND,usLGND.OQ,Ligand Pharmaceuticals Incorporated Common Stock,医疗保健,生物医药,2026-09-04,285.6,-2.6,-0.76,-1.43,6/8,5738465051.0
LZ,usLZ.OQ,LegalZoom.com Inc. Common Stock,科技,专业服务,2026-09-04,6.13,6.2,-3.94,-4.22,5/8,1010462391.0
MDGL,usMDGL.OQ,Madrigal Pharmaceuticals Inc. Common Stock,医疗保健,生物医药,2026-09-04,541.08,6.1,-0.37,-0.28,6/8,12450351419.0
MELI,usMELI.OQ,MercadoLibre Inc. Common Stock,非必需消费,互联网服务,2026-09-04,1978.36,8.7,-0.59,-0.64,7/8,98881070493.0
LYTS,usLYTS.OQ,LSI Industries Inc. Common Stock,非必需消费,其他电气设备,2026-09-04,20.23,-19.4,1.4,0.6,5/8,744160429.0
MDLN,usMDLN.OQ,Medline Inc. Class A Common Stock,医疗保健,医疗器械,2026-09-04,36.59,3.9,1.08,0.0,7/8,45462585073.0
META,usMETA.OQ,Meta Platforms Inc. Class A Common Stock,科技,互联网服务,2026-09-04,616.77,4.2,3.03,1.0,7/8,1467720236472.0
MIRM,usMIRM.OQ,Mirum Pharmaceuticals Inc. Common Stock,医疗保健,化学制药,2026-09-04,100.9,0.2,0.98,0.27,7/8,6396471318.0
LOGI,usLOGI.OQ,Logitech International S.A. Ordinary Shares,科技,计算机硬件,2026-09-04,102.05,-4.0,1.86,0.33,6/8,14346038983.0
