ticker,prefixed,name,sector,industry,date,close,chg20,m,chg1,uptrend,market_cap
ADBE,usADBE.OQ,Adobe Inc. Common Stock,科技,计算机软件,2026-09-02,279.79,7.9,-3.24,-2.2,8/8,108704325000.0
ACT,usACT.OQ,Enact Holdings Inc. Common Stock,金融,非银行金融,2026-09-02,48.72,2.4,0.48,0.6,5/8,6765571450.0
ADUS,usADUS.OQ,Addus HomeCare Corporation Common Stock,医疗保健,医疗服务,2026-09-02,118.17,1.5,2.95,3.16,6/8,2254174753.0
ABTC,usABTC.OQ,American Bitcoin Corp. Class A Common Stock,金融,计算机软件,2026-09-02,7.87,20.3,0.76,2.08,5/8,595665252.0
AAPL,usAAPL.OQ,Apple Inc. Common Stock,科技,计算机硬件,2026-09-02,324.96,4.6,1.07,-0.05,5/8,4574545721000.0
ACAD,usACAD.OQ,ACADIA Pharmaceuticals Inc. Common Stock,医疗保健,生物医药,2026-09-02,28.93,0.5,-0.03,0.14,5/8,5096797222.0
AGNC,usAGNC.OQ,AGNC Investment Corp. Common Stock,房地产,房地产开发,2026-09-02,10.62,0.7,-0.51,0.19,5/8,12815054442.0
ACRS,usACRS.OQ,Aclaris Therapeutics Inc. Common Stock,医疗保健,化学制药,2026-09-02,6.18,-2.8,2.54,2.66,6/8,911161148.0
AGYS,usAGYS.OQ,Agilysys Inc. Common Stock (DE),科技,电子器件,2026-09-02,113.51,2.5,-1.04,0.91,6/8,3232665363.0
ADP,usADP.OQ,Automatic Data Processing Inc. Common Stock,科技,计算机软件,2026-09-02,281.16,4.1,-1.37,-0.82,7/8,111785761564.0
ADSK,usADSK.OQ,Autodesk Inc. Common Stock,科技,计算机软件,2026-09-02,241.73,0.7,-4.61,-2.41,5/8,53756470000.0
ABNB,usABNB.OQ,Airbnb Inc. Class A Common Stock,非必需消费,休闲服务,2026-09-02,183.26,20.2,-0.45,0.39,7/8,112613623214.0
ADPT,usADPT.OQ,Adaptive Biotechnologies Corporation Common Stock,医疗保健,医疗器械,2026-09-02,24.66,0.2,-0.08,1.31,5/8,4175027227.0
ACHV,usACHV.OQ,Achieve Life Sciences Inc. Common Shares,医疗保健,生物医药,2026-09-02,8.48,27.3,4.37,2.79,7/8,851003592.0
ABCL,usABCL.OQ,AbCellera Biologics Inc. Common Shares,医疗保健,化学制药,2026-09-02,11.36,91.9,0.06,0.71,6/8,3606706112.0
ABUS,usABUS.OQ,Arbutus Biopharma Corporation Common Stock,医疗保健,生物医药,2026-09-02,5.1,10.4,0.33,0.2,7/8,1026830264.0
ALM,usALM.OQ,Almonty Industries Inc. Common Shares,基础材料,基本金属,2026-09-02,17.69,32.9,-0.43,0.28,6/8,5255108233.0
ALRM,usALRM.OQ,Alarm.com Holdings Inc. Common Stock,科技,互联网服务,2026-09-02,56.55,-0.2,-0.0,1.69,7/8,2783906830.0
ALT,usALT.OQ,Altimmune Inc. Common Stock,医疗保健,生物医药,2026-09-02,3.28,8.3,5.81,6.15,6/8,612730758.0
ALKT,usALKT.OQ,Alkami Technology Inc. Common Stock,科技,计算机软件,2026-09-02,19.88,5.7,0.03,2.26,6/8,2176269293.0
AMPL,usAMPL.OQ,Amplitude Inc. Class A Common Stock,科技,计算机软件,2026-09-02,13.29,32.8,-5.09,-3.9,6/8,1618912215.0
AMGN,usAMGN.OQ,Amgen Inc. Common Stock,医疗保健,生物医药,2026-09-02,442.84,9.2,1.93,1.08,7/8,238061897082.0
ANAB,usANAB.OQ,AnaptysBio Inc. Common Stock,医疗保健,生物医药,2026-09-02,55.84,1.5,-0.28,1.01,5/8,1717291898.0
APA,usAPA.OQ,APA Corporation Common Stock,能源,石油天然气,2026-09-02,44.7,29.0,2.54,0.9,7/8,14430978697.0
APPN,usAPPN.OQ,Appian Corporation Class A Common Stock,科技,互联网服务,2026-09-02,39.89,33.1,-3.99,-1.24,7/8,2754081105.0
APPF,usAPPF.OQ,AppFolio Inc. Class A Common Stock,科技,互联网服务,2026-09-02,224.27,16.2,-2.37,-0.45,7/8,7904364275.0
ARGX,usARGX.OQ,argenx SE American Depositary Shares,医疗保健,生物医药,2026-09-02,1055.37,21.6,2.62,2.61,7/8,64986050025.0
AQST,usAQST.OQ,Aquestive Therapeutics Inc. Common Stock,医疗保健,化学制药,2026-09-02,5.38,43.1,4.36,2.67,7/8,676507783.0
ASST,usASST.OQ,Strive Inc. Class A Common Stock,科技,非银行金融,2026-09-02,24.32,95.3,3.16,1.33,8/8,1928193595.0
ATAI,usATAI.OQ,AtaiBeckley Inc. Common Stock,医疗保健,化学制药,2026-09-02,7.35,1.8,0.27,0.14,7/8,2740689904.0
APGE,usAPGE.OQ,Apogee Therapeutics Inc. Common Stock,医疗保健,生物医药,2026-09-02,135.07,0.6,0.01,-0.01,8/8,10214059838.0
AMLX,usAMLX.OQ,Amylyx Pharmaceuticals Inc. Common Stock,医疗保健,化学制药,2026-09-02,34.49,57.8,1.52,2.01,6/8,4651993134.0
ATAT,usATAT.OQ,Atour Lifestyle Holdings Limited American Depositary Shares,非必需消费,休闲服务,2026-09-02,35.05,0.6,0.62,1.62,6/8,4798243523.0
AUGO,usAUGO.OQ,Aura Minerals Inc. Common Shares,基础材料,基本金属,2026-09-02,84.6,29.8,3.89,7.02,7/8,7482377614.0
ARCC,usARCC.OQ,Ares Capital Corporation Common Stock,金融,非银行金融,2026-09-02,20.02,3.6,0.27,0.55,8/8,14288654616.0
AVAH,usAVAH.OQ,Aveanna Healthcare Holdings Inc. Common Stock,医疗保健,医疗服务,2026-09-02,13.2,41.5,-1.64,-1.93,6/8,2972152260.0
ATRC,usATRC.OQ,AtriCure Inc. Common Stock,医疗保健,医疗器械,2026-09-02,52.59,33.7,8.05,7.5,8/8,2450229382.0
ASND,usASND.OQ,Ascendis Pharma A/S Ordinary Share,医疗保健,生物医药,2026-09-02,267.31,9.5,3.41,2.71,6/8,16434739321.0
AVPT,usAVPT.OQ,AvePoint Inc. Class A Common Stock,科技,计算机软件,2026-09-02,13.35,-0.4,-2.71,-1.11,6/8,2794779277.0
BBNX,usBBNX.OQ,Beta Bionics Inc. Common Stock,医疗保健,医疗器械,2026-09-02,19.42,39.6,-0.18,1.84,7/8,870100566.0
BCRX,usBCRX.OQ,BioCryst Pharmaceuticals Inc. Common Stock,医疗保健,生物医药,2026-09-02,10.17,12.1,3.43,2.52,5/8,2511910082.0
