ticker,prefixed,name,sector,industry,date,close,chg20,m,chg1,uptrend,market_cap
CNXC,usCNXC.OQ,Concentrix Corporation Common Stock,科技,互联网服务,2026-08-31,30.1,20.6,4.93,2.45,7/8,1699971231.0
COIN,usCOIN.OQ,Coinbase Global Inc. Class A Common Stock,金融,非银行金融,2026-08-31,188.12,28.4,2.94,5.31,5/8,47960275863.0
CRAI,usCRAI.OQ,CRA International Inc. Common Stock,非必需消费,专业服务,2026-08-31,174.5,-2.9,0.65,-0.28,6/8,1071397233.0
CME,usCME.OQ,CME Group Inc. Class A Common Stock,金融,非银行金融,2026-08-31,284.16,7.3,0.76,-0.11,8/8,101034581318.0
CRWD,usCRWD.OQ,CrowdStrike Holdings Inc. Class A Common Stock,科技,计算机软件,2026-08-31,231.0,14.1,7.71,5.77,7/8,192634290590.0
CRNX,usCRNX.OQ,Crinetics Pharmaceuticals Inc. Common Stock,医疗保健,生物医药,2026-08-31,84.95,1.4,0.13,0.13,6/8,8998574028.0
CRSR,usCRSR.OQ,Corsair Gaming Inc. Common Stock,科技,计算机硬件,2026-08-31,12.15,12.5,1.57,1.25,5/8,1280815195.0
COKE,usCOKE.OQ,Coca-Cola Consolidated Inc. Common Stock,必需消费,饮料,2026-08-31,195.57,8.2,-0.43,-1.47,8/8,12914804322.0
CNXN,usCNXN.OQ,PC Connection Inc. Common Stock,非必需消费,电子器件,2026-08-31,79.87,-6.6,-0.02,0.25,5/8,2003652680.0
CVLT,usCVLT.OQ,Commvault Systems Inc. Common Stock,科技,计算机软件,2026-08-31,137.52,10.1,0.28,0.82,5/8,5566419391.0
CSWC,usCSWC.OQ,Capital Southwest Corporation Common Stock,非必需消费,非银行金融,2026-08-31,25.57,7.6,0.66,0.39,7/8,1608642803.0
DDOG,usDDOG.OQ,Datadog Inc. Class A Common Stock,科技,计算机软件,2026-08-31,237.04,-13.4,0.11,0.03,5/8,81750610714.0
DBX,usDBX.OQ,Dropbox Inc. Class A Common Stock,科技,互联网服务,2026-08-31,35.19,6.5,-1.07,-1.43,8/8,7854683118.0
CTSH,usCTSH.OQ,Cognizant Technology Solutions Corporation Class A Common Stock,科技,计算机软件,2026-08-31,64.58,17.7,1.61,0.84,7/8,27968080937.0
DAVE,usDAVE.OQ,Dave Inc. Class A Common Stock,金融,计算机软件,2026-08-31,359.52,-9.9,-4.36,-5.03,5/8,4748875256.0
DOCU,usDOCU.OQ,DocuSign Inc. Common Stock,科技,互联网服务,2026-08-31,66.27,20.2,5.27,3.55,7/8,11328743593.0
DJT,usDJT.OQ,Trump Media & Technology Group Corp. Common Stock,科技,非银行金融,2026-08-31,9.77,-2.4,1.24,1.35,6/8,2640442103.0
DUOL,usDUOL.OQ,Duolingo Inc. Class A Common Stock,科技,教育,2026-08-31,148.36,9.2,2.69,0.94,6/8,6591249577.0
DSGX,usDSGX.OQ,Descartes Systems Group Inc. (The) Common Stock,科技,计算机软件,2026-08-31,80.64,5.3,0.07,-1.47,8/8,6640182184.0
DOX,usDOX.OQ,Amdocs Limited Ordinary Shares,科技,计算机软件,2026-08-31,63.06,13.9,0.55,0.24,8/8,6719858803.0
ETOR,usETOR.OQ,eToro Group Ltd. Class A Common Shares,金融,非银行金融,2026-08-31,31.98,-12.2,2.24,3.06,6/8,2457468620.0
EXE,usEXE.OQ,Expand Energy Corporation Common Stock,能源,石油天然气,2026-08-31,98.16,4.3,0.38,0.0,7/8,22356320904.0
EXLS,usEXLS.OQ,ExlService Holdings Inc. Common Stock,非必需消费,计算机软件,2026-08-31,38.08,11.2,-0.19,-0.83,7/8,5685468713.0
ERAS,usERAS.OQ,Erasca Inc. Common Stock,医疗保健,生物医药,2026-08-31,17.88,0.2,-4.22,-0.83,5/8,6697942970.0
EXPO,usEXPO.OQ,Exponent Inc. Common Stock,非必需消费,专业服务,2026-08-31,70.7,4.0,-0.23,-0.73,6/8,3344391549.0
FRHC,usFRHC.OQ,Freedom Holding Corp. Common Stock,金融,非银行金融,2026-08-31,175.01,14.6,1.36,0.09,7/8,10866228903.0
FFIV,usFFIV.OQ,F5 Inc. Common Stock,Telecommunications,通信设备,2026-08-31,407.13,0.2,1.79,3.27,7/8,22627655655.0
FRNM,usFRNM.OQ,Freenome Inc. Common stock,医疗保健,生物医药,2026-08-31,14.79,34.3,2.82,0.0,7/8,1513925609.0
FIVN,usFIVN.OQ,Five9 Inc. Common Stock,科技,互联网服务,2026-08-31,34.56,19.4,2.34,1.5,6/8,2391152992.0
FBRX,usFBRX.OQ,Forte Biosciences Inc. Common Stock,医疗保健,生物医药,2026-08-26,76.99,0.6,0.05,0.03,6/8,1634427408.0
FISV,usFISV.OQ,Fiserv Inc. Common Stock,非必需消费,计算机软件,2026-08-31,53.31,-1.9,0.87,0.24,6/8,27891164516.0
FTRE,usFTRE.OQ,Fortrea Holdings Inc. Common Stock,医疗保健,计算机软件,2026-08-31,18.37,-3.0,-2.12,-2.34,5/8,1762203000.0
FTNT,usFTNT.OQ,Fortinet Inc. Common Stock,科技,计算机软件,2026-08-31,170.93,4.7,2.86,2.97,7/8,115589248894.0
FRSH,usFRSH.OQ,Freshworks Inc. Class A Common Stock,科技,计算机软件,2026-08-31,13.92,18.3,2.29,0.43,7/8,3368487167.0
FROG,usFROG.OQ,JFrog Ltd. Ordinary Shares,科技,计算机软件,2026-08-31,100.07,21.4,1.1,1.35,6/8,11442361661.0
GDYN,usGDYN.OQ,Grid Dynamics Holdings Inc. Class A Common Stock,科技,互联网服务,2026-08-31,7.98,17.0,1.08,0.13,5/8,626299521.0
GEN,usGEN.OQ,Gen Digital Inc. Common Stock,科技,计算机软件,2026-08-31,31.0,10.5,1.38,-0.06,8/8,17742119628.0
GLIBK,usGLIBK.OQ,Liberty Capital Corporation Series C GCI Group Common Stock,Telecommunications,通信运营,2026-08-31,26.03,9.9,-0.32,0.08,5/8,1051097542.0
GLXY,usGLXY.OQ,Galaxy Digital Inc. Class A Common Stock,金融,非银行金融,2026-08-31,24.6,12.4,2.14,5.99,5/8,9631507178.0
GTLB,usGTLB.OQ,GitLab Inc. Class A Common Stock,科技,计算机软件,2026-08-31,46.54,30.8,5.55,3.72,6/8,6977259000.0
GT,usGT.OQ,The Goodyear Tire & Rubber Company Common Stock,非必需消费,橡胶制品,2026-08-31,6.27,-10.8,-0.01,-1.26,5/8,1802246094.0
GTM,usGTM.OQ,ZoomInfo Technologies Inc Common Stock,科技,互联网服务,2026-08-31,4.24,18.8,3.97,0.95,6/8,1106218175.0
HLNE,usHLNE.OQ,Hamilton Lane Incorporated Class A Common Stock,金融,非银行金融,2026-08-31,108.82,14.7,2.53,2.62,7/8,5801496862.0
GTX,usGTX.OQ,Garrett Motion Inc. Common Stock,非必需消费,汽车,2026-08-31,26.87,-11.9,-0.06,1.09,5/8,5046511783.0
HNRG,usHNRG.OQ,Hallador Energy Company Common Stock,公用事业,煤炭,2026-08-31,16.58,11.0,1.38,2.09,5/8,765608118.0
HNST,usHNST.OQ,The Honest Company Inc. Common Stock,非必需消费,其他轻工,2026-08-31,5.72,55.9,0.23,0.88,7/8,613666648.0
HURN,usHURN.OQ,Huron Consulting Group Inc. Common Stock,非必需消费,专业服务,2026-08-31,159.89,6.6,0.45,0.03,5/8,2491039973.0
HRMY,usHRMY.OQ,Harmony Biosciences Holdings Inc. Common Stock,医疗保健,化学制药,2026-08-31,39.38,10.6,-0.29,0.43,6/8,2309655346.0
IART,usIART.OQ,Integra LifeSciences Holdings Corporation Common Stock,医疗保健,医疗器械,2026-08-31,16.92,-5.4,0.26,0.18,5/8,1312799901.0
HELE,usHELE.OQ,Helen of Troy Limited Common Stock,非必需消费,白色家电,2026-08-31,30.1,3.7,4.47,5.17,7/8,678730658.0
HSIC,usHSIC.OQ,Henry Schein Inc. Common Stock,医疗保健,医药商业,2026-08-31,89.8,3.8,-0.13,0.31,5/8,10072538466.0
IBKR,usIBKR.OQ,Interactive Brokers Group Inc. Class A Common Stock,金融,非银行金融,2026-08-31,97.2,10.9,1.04,1.51,6/8,43957644150.0
IMMX,usIMMX.OQ,Immix Biopharma Inc. Common Stock,医疗保健,化学制药,2026-08-31,14.03,66.6,-0.32,0.65,5/8,1006558148.0
HWKN,usHWKN.OQ,Hawkins Inc. Common Stock,非必需消费,化学原料,2026-08-31,120.27,-8.8,0.92,-0.07,5/8,2475162623.0
INBX,usINBX.OQ,Inhibrx Biosciences Inc. Common Stock,医疗保健,生物医药,2026-08-31,126.7,53.2,2.22,2.67,7/8,1844711504.0
INTA,usINTA.OQ,Intapp Inc. Common Stock,科技,计算机软件,2026-08-31,43.37,29.9,1.13,-0.23,7/8,3091050379.0
IPAR,usIPAR.OQ,Interparfums Inc. Common Stock,非必需消费,其他轻工,2026-08-31,117.43,-6.0,0.02,-0.3,5/8,3736447869.0
IPGP,usIPGP.OQ,IPG Photonics Corporation Common Stock,科技,电子设备制造,2026-08-31,76.08,-12.8,-0.24,-0.59,5/8,3156488139.0
KHC,usKHC.OQ,The Kraft Heinz Company Common Stock,必需消费,食品,2026-08-31,25.27,-2.8,1.3,-0.12,7/8,29396570961.0
JOYY,usJOYY.OQ,JOYY Inc. American Depositary Shares,科技,互联网服务,2026-08-31,74.64,0.9,-0.05,0.15,5/8,3869322222.0
KRYS,usKRYS.OQ,Krystal Biotech Inc. Common Stock,医疗保健,生物医药,2026-08-31,359.36,15.0,1.26,2.25,6/8,10648477239.0
LIFE,usLIFE.OQ,Ethos Technologies Inc. Class A Common Stock,金融,非银行金融,2026-08-31,36.33,59.1,-6.78,-5.98,5/8,2493632246.0
LIVN,usLIVN.OQ,LivaNova PLC Ordinary Shares,医疗保健,医疗器械,2026-08-31,79.81,-3.2,-0.44,-0.63,6/8,4405827755.0
LOGI,usLOGI.OQ,Logitech International S.A. Ordinary Shares,科技,计算机硬件,2026-08-31,98.69,-6.1,0.28,0.75,5/8,14346038983.0
LAUR,usLAUR.OQ,Laureate Education Inc. Common Stock,房地产,教育,2026-08-31,37.53,-0.3,-3.39,-3.27,5/8,5326767751.0
LNTH,usLNTH.OQ,Lantheus Holdings Inc. Common Stock,医疗保健,医疗器械,2026-08-31,100.96,-0.2,0.27,0.19,6/8,6580760243.0
LOPE,usLOPE.OQ,Grand Canyon Education Inc. Common Stock,房地产,教育,2026-08-31,148.13,-1.8,-1.51,-2.02,5/8,3877695554.0
LPLA,usLPLA.OQ,LPL Financial Holdings Inc. Common Stock,金融,非银行金融,2026-08-31,370.14,2.8,1.22,-0.15,7/8,28366516261.0
MDB,usMDB.OQ,MongoDB Inc. Class A Common Stock,科技,计算机软件,2026-08-31,453.37,26.7,3.95,1.51,6/8,32664209874.0
LZ,usLZ.OQ,LegalZoom.com Inc. Common Stock,科技,专业服务,2026-08-31,6.23,-24.5,2.66,1.3,6/8,1010462391.0
MANH,usMANH.OQ,Manhattan Associates Inc. Common Stock,科技,计算机软件,2026-08-31,223.19,19.2,0.58,-0.04,6/8,12587460405.0
METC,usMETC.OQ,Ramaco Resources Inc. Class A Common Stock,能源,煤炭,2026-08-31,14.24,60.0,6.67,7.07,7/8,805030635.0
MDGL,usMDGL.OQ,Madrigal Pharmaceuticals Inc. Common Stock,医疗保健,生物医药,2026-08-31,540.03,12.0,0.43,1.17,5/8,12450351419.0
MLAB,usMLAB.OQ,Mesa Laboratories Inc. Common Stock,工业,电子设备制造,2026-08-31,127.87,22.6,-0.42,-0.83,7/8,711514743.0
MDLN,usMDLN.OQ,Medline Inc. Class A Common Stock,医疗保健,医疗器械,2026-08-31,35.03,-13.4,0.23,-0.71,6/8,45462585073.0
META,usMETA.OQ,Meta Platforms Inc. Class A Common Stock,科技,互联网服务,2026-08-31,572.34,-3.0,-0.56,-0.98,6/8,1467720236472.0
MQ,usMQ.OQ,Marqeta Inc. Class A Common Stock,科技,互联网服务,2026-08-31,16.42,-8.0,0.66,-0.3,6/8,1673909251.0
MNDY,usMNDY.OQ,monday.com Ltd. Ordinary Shares,科技,计算机软件,2026-08-31,101.14,13.7,2.56,0.43,7/8,3971037667.0
MORN,usMORN.OQ,Morningstar Inc. Common Stock,金融,平面媒体,2026-08-31,218.94,10.1,0.93,0.59,7/8,7969383023.0
NAVI,usNAVI.OQ,Navient Corporation Common Stock,金融,非银行金融,2026-08-31,9.35,7.7,1.23,0.54,5/8,878754468.0
MRX,usMRX.OQ,Marex Group Limited Ordinary Shares,金融,非银行金融,2026-08-31,72.48,13.5,0.32,-0.49,6/8,5346460204.0
MKTX,usMKTX.OQ,MarketAxess Holdings Inc. Common Stock,金融,非银行金融,2026-08-31,162.63,0.7,0.02,-0.06,5/8,5719548645.0
MSTR,usMSTR.OQ,Strategy Inc Common Stock Class A,科技,计算机软件,2026-08-31,132.94,40.1,2.82,4.42,6/8,47332770266.0
MMED,usMMED.OQ,MiniMed Group Inc. Common Stock,医疗保健,医疗器械,2026-08-31,20.26,6.1,2.34,0.8,5/8,5483510155.0
NCNO,usNCNO.OQ,nCino Inc. Common Stock,科技,计算机软件,2026-08-31,22.6,17.7,-0.76,-1.7,6/8,2356483955.0
MSFT,usMSFT.OQ,Microsoft Corporation Common Stock,科技,计算机软件,2026-08-31,507.29,4.2,-0.04,-1.22,7/8,3685818015368.0
NDAQ,usNDAQ.OQ,Nasdaq Inc. Common Stock,金融,非银行金融,2026-08-31,98.61,4.7,-0.75,-0.7,5/8,55601479193.0
MNPR,usMNPR.OQ,Monopar Therapeutics Inc. Common Stock,医疗保健,生物医药,2026-08-31,111.93,0.3,-0.83,0.04,5/8,763308200.0
NEO,usNEO.OQ,NeoGenomics Inc. Common Stock,医疗保健,医疗器械,2026-08-31,17.91,13.1,-0.94,-0.78,7/8,2231618393.0
NFLX,usNFLX.OQ,Netflix Inc. Common Stock,非必需消费,影视动漫,2026-08-31,81.05,10.5,-0.06,-0.82,6/8,339194526007.0
NSIT,usNSIT.OQ,Insight Enterprises Inc. Common Stock,非必需消费,电子器件,2026-08-31,157.02,19.3,1.27,0.88,6/8,4456035896.0
NEXT,usNEXT.OQ,NextDecade Corporation Common Stock,公用事业,非银行金融,2026-08-31,7.54,14.2,2.18,2.59,6/8,1959124787.0
NICE,usNICE.OQ,NICE Ltd American Depositary Shares,科技,计算机软件,2026-08-31,109.18,8.5,2.92,0.31,6/8,6005701938.0
NTSK,usNTSK.OQ,Netskope Inc. Class A Common Stock,科技,计算机软件,2026-08-31,15.31,14.6,3.1,1.46,7/8,5622617194.0
NVCR,usNVCR.OQ,NovoCure Limited Ordinary Shares,医疗保健,计算机软件,2026-08-31,17.65,15.2,-1.31,-0.95,5/8,2083216078.0
NTNX,usNTNX.OQ,Nutanix Inc. Class A Common Stock,科技,互联网服务,2026-08-31,68.57,12.3,0.0,-0.85,7/8,17676258084.0
NTCT,usNTCT.OQ,NetScout Systems Inc. Common Stock,科技,通信设备,2026-08-31,38.83,-5.2,-0.6,-0.59,6/8,2799231512.0
NVDA,usNVDA.OQ,NVIDIA Corporation Common Stock,科技,半导体,2026-08-31,220.78,6.8,0.86,1.48,6/8,5073772000000.0
NVAX,usNVAX.OQ,Novavax Inc. Common Stock,医疗保健,生物医药,2026-08-31,9.37,26.5,2.0,1.19,6/8,1519150136.0
NWL,usNWL.OQ,Newell Brands Inc. Common Stock,工业,其他家电,2026-08-31,6.25,-0.6,4.72,2.46,6/8,2538364000.0
NWSA,usNWSA.OQ,News Corporation Class A Common Stock,非必需消费,平面媒体,2026-08-31,30.61,9.9,-1.01,-0.81,7/8,16750989672.0
ODD,usODD.OQ,ODDITY Tech Ltd. Class A Ordinary Shares,非必需消费,其他轻工,2026-08-31,14.4,-5.4,-1.19,0.35,5/8,823221633.0
OMDA,usOMDA.OQ,Omada Health Inc. Common Stock,医疗保健,医疗服务,2026-08-31,24.55,19.7,2.65,3.63,5/8,1466752204.0
NXPI,usNXPI.OQ,NXP Semiconductors N.V. Common Stock,科技,半导体,2026-08-31,224.64,0.2,0.21,0.47,5/8,56270435428.0
OCTV,usOCTV.OQ,Octave Intelligence plc Class B Ordinary Shares,科技,计算机软件,2026-08-31,20.0,4.5,2.72,0.76,6/8,4992942857.0
OKTA,usOKTA.OQ,Okta Inc. Class A Common Stock,科技,互联网服务,2026-08-31,173.04,22.2,7.82,4.1,7/8,23363186003.0
ON,usON.OQ,ON Semiconductor Corporation Common Stock,科技,半导体,2026-08-31,74.09,-7.8,0.97,2.04,5/8,28505908844.0
PCRX,usPCRX.OQ,Pacira BioSciences Inc. Common Stock,医疗保健,化学制药,2026-08-31,25.9,-3.8,0.35,0.54,6/8,1032422847.0
PANW,usPANW.OQ,Palo Alto Networks Inc. Common Stock,科技,通信设备,2026-08-31,382.13,10.1,3.89,2.84,7/8,276537650000.0
OTEX,usOTEX.OQ,Open Text Corporation Common Shares,科技,计算机软件,2026-08-31,24.65,-4.5,-0.15,-0.68,6/8,6097165564.0
PAYX,usPAYX.OQ,Paychex Inc. Common Stock,工业,计算机软件,2026-08-31,127.34,8.2,0.72,0.24,7/8,44417675557.0
PCTY,usPCTY.OQ,Paylocity Holding Corporation Common Stock,科技,专业服务,2026-08-31,160.22,14.6,2.19,1.45,7/8,8066780655.0
PEGA,usPEGA.OQ,Pegasystems Inc. Common Stock,科技,计算机软件,2026-08-31,36.81,17.6,3.42,1.77,8/8,5561819289.0
PHAT,usPHAT.OQ,Phathom Pharmaceuticals Inc. Common Stock,医疗保健,化学制药,2026-08-31,9.57,6.6,6.06,4.25,6/8,709501191.0
PLTR,usPLTR.OQ,Palantir Technologies Inc. Class A Common Stock,科技,计算机软件,2026-08-31,186.38,48.3,1.1,0.05,6/8,426364492700.0
PLUS,usPLUS.OQ,ePlus inc. Common Stock,科技,计算机软件,2026-08-31,87.97,-5.8,0.92,0.79,6/8,2247950415.0
PI,usPI.OQ,Impinj Inc. Common Stock,科技,电子元件,2026-08-31,174.32,8.0,4.26,2.5,7/8,4865790270.0
PODD,usPODD.OQ,Insulet Corporation Common Stock,医疗保健,医疗器械,2026-08-31,148.66,-12.4,3.05,2.43,6/8,9944005053.0
PVLA,usPVLA.OQ,Palvella Therapeutics Inc. Common Stock,医疗保健,生物医药,2026-08-31,152.59,8.4,1.1,1.75,6/8,2223649452.0
PURR,usPURR.OQ,Hyperliquid Strategies Inc Common Stock,金融,非银行金融,2026-08-31,12.25,86.2,2.59,5.51,7/8,2318516268.0
PTEN,usPTEN.OQ,Patterson-UTI Energy Inc. Common Stock,能源,石油天然气,2026-08-31,12.54,23.1,3.3,1.7,8/8,4481272270.0
PRGS,usPRGS.OQ,Progress Software Corporation Common Stock (DE),科技,计算机软件,2026-08-31,46.27,11.5,3.64,3.37,7/8,1785293365.0
PSKY,usPSKY.OQ,Paramount Skydance Corporation Class B Common Stock,工业,影视动漫,2026-08-31,10.91,32.7,0.76,0.28,7/8,12049697666.0
PTC,usPTC.OQ,PTC Inc. Common Stock,科技,计算机软件,2026-08-31,155.74,11.4,-0.51,-0.9,6/8,16450634230.0
QCOM,usQCOM.OQ,QUALCOMM Incorporated Common Stock,科技,通信设备,2026-08-31,169.56,12.5,3.78,3.83,7/8,171944297546.0
PRDO,usPRDO.OQ,Perdoceo Education Corporation Common Stock,房地产,教育,2026-08-31,33.07,2.1,-1.13,-0.99,6/8,2093828260.0
PUBM,usPUBM.OQ,PubMatic Inc. Class A Common Stock,科技,营销服务,2026-08-31,16.63,28.3,0.42,-1.13,5/8,740188491.0
QLYS,usQLYS.OQ,Qualys Inc. Common Stock,科技,计算机软件,2026-08-31,186.14,20.2,0.44,-0.49,6/8,6111898827.0
PWP,usPWP.OQ,Perella Weinberg Partners Class A Common Stock,金融,非银行金融,2026-08-31,16.63,-2.7,-1.22,-2.06,5/8,1550691270.0
QMCO,usQMCO.OQ,Quantum Corporation Common Stock,科技,计算机硬件,2026-08-31,24.33,130.4,6.6,9.3,5/8,914706123.0
RGLD,usRGLD.OQ,Royal Gold Inc. Common Stock,工业,贵金属,2026-08-31,261.47,29.4,-1.45,-0.53,5/8,22549471862.0
QRVO,usQRVO.OQ,Qorvo Inc. Common Stock,科技,半导体,2026-08-31,96.08,7.4,0.88,1.43,5/8,8392965055.0
RIGL,usRIGL.OQ,Rigel Pharmaceuticals Inc. Common Stock,医疗保健,生物医药,2026-08-31,46.18,23.4,-0.89,-0.65,5/8,868240079.0
